Title,Release Date,Developer,Publisher,Genre,Age Rating,Platform
Naruto: Clash of Ninja 2,9/26/2006,Eighting,Tomy Corporation,3D Fighting,Teen,GameCube
Army Men: World War,4/3/2000,3DO,3DO,Action,Teen,PlayStation
The Polar Express,11/2/2004,Blue Tongue Entertainment,THQ,Action Adventure,Everyone,PC
Dungeon Siege II,8/16/2005,Gas Powered Games,Microsoft Game Studios,Action RPG,Mature,PC
Aion,9/22/2009,NCSOFT,NCSOFT,MMORPG,Teen,PC
Demon Gaze II,11/14/2017,Experience Inc.,NIS America,Western RPG,Teen,PlayStation Vita
RC Revenge Pro,1/10/2001,Acclaim Studios Cheltenham,Acclaim,Auto Racing,Everyone,PlayStation 2
Night Trap: 25th Anniversary Edition,8/15/2017,Screaming Villains,Limited Run Games,Action,Teen,PlayStation 4
Bulletstorm: Full Clip Edition,4/7/2017,People Can Fly,Gearbox Publishing,FPS,Mature,PlayStation 4
Kane & Lynch: Dead Men,11/13/2007,Io Interactive,Eidos Interactive,Tactical Third Person Shooter,Mature,PC
Resident Evil: Chronicles HD Collection,6/26/2012,Capcom,Capcom,Compilation,Mature,PlayStation 3
DreadOut,5/15/2014,Digital Happiness,Digital Happiness,Survival,Mature,PC
Guilty Gear Dust Strikers,4/25/2006,Arc System Works,Majesco,2D Fighting,Teen,DS
Giants: Citizen Kabuto,12/6/2000,Planet Moon Studios,Interplay,Third Person Shooter,Mature,PC
Pokemon Pearl Version,4/22/2007,Game Freak,Nintendo,Trainer RPG,Everyone,DS
Naruto: Ultimate Ninja,6/26/2006,CyberConnect2,Namco Bandai Games,3D Fighting,Teen,PlayStation 2
Tony Hawk's Pro Skater HD,7/18/2012,Robomodo,Activision,Skating,Teen,Xbox 360
Umurangi Generation,6/5/2021,ORIGAME DIGITAL,Playism,First-Person Adventure,Teen,PC
Serial Cleaners,9/22/2022,Draw Distance,505 Games,Action Adventure,Mature,PC
Doctor Who: The Eternity Clock,5/22/2012,Supermassive Games,BBC Worldwide,Action Adventure,Everyone +10,PlayStation Vita
Blaster Master Zero III,7/29/2021,Inti Creates,Inti Creates,Action Adventure,Everyone +10,Nintendo Switch
Mario Party,2/8/1999,Hudson,Nintendo,Party,Everyone,Nintendo 64
"Snipperclips - Cut it out, together!",3/3/2017,SFB Games,Nintendo,Puzzle,Everyone,Nintendo Switch
Tatsunoko vs. Capcom: Ultimate All-Stars,1/26/2010,Eighting,Capcom,2D Fighting,Teen,Wii
Torchlight,3/9/2011,Runic Games,Microsoft Game Studios,Action RPG,Teen,PC
Streets of Rage 4,4/30/2020,Lizardcube,DotEmu,2D Beat-'Em-Up,Teen,PlayStation 4
Forza Motorsport 6,9/15/2015,Turn 10,Microsoft Game Studios,Auto Racing Sim,Everyone,Xbox One
Batman Begins,6/14/2005,Eurocom,EA Games,Linear Action Adventure,Teen,Xbox
Wario Land: Shake It!,9/22/2008,Good-Feel,Nintendo,2D Platformer,Everyone,Wii
Sam & Max Episode 106: Bright Side of the Moon,4/26/2007,Telltale Games,GameTap,Point-and-Click,Teen,PC
Dynasty Warriors 8,7/16/2013,Omega Force,Tecmo Koei Games,3D Beat-'Em-Up,Teen,PlayStation 3
Batman: Return to Arkham,10/18/2016,Rocksteady Studios,Warner Bros. Interactive Entertainment,Compilation,Teen,Xbox One
Nerf N-Strike,10/28/2008,EA Salt Lake,Electronic Arts,Light Gun,Everyone +10,Wii
Act of War: High Treason,5/30/2006,Eugen Systems,Atari SA,Real-Time Strategy,Teen,PC
L.A. Noire,5/17/2011,Team Bondi,Rockstar Games,Open-World Action,Mature,PlayStation 3
Indiana Jones and the Infernal Machine,12/15/2000,Factor 5,LucasArts,Linear Action Adventure,Teen,Nintendo 64
Dimension Drive,12/7/2017,2Awesome Studio,2Awesome Studio,Vertical Shoot-'Em-Up,Everyone +10,Nintendo Switch
Prehistorik Man,10/16/2001,Titus Software,Titus Software,2D Platformer,Everyone,Game Boy Advance
LocoRoco Midnight Carnival,10/29/2009,SCE Japan Studio,SCEA,2D Platformer,Everyone,PSP
NES Remix 2,4/25/2014,indieszero,Nintendo,Party,Everyone,Wii U
"WarioWare, Inc.: Mega Microgame$!",5/26/2003,Nintendo,Nintendo,Party,Everyone,Game Boy Advance
The Centennial Case: A Shijima Story,5/12/2022,h.a.n.d. Inc.,Square Enix,Adventure,Teen,PC
ZEN Pinball 2,12/24/2013,Zen Studios,Zen Studios,Pinball,Everyone +10,Wii U
Star Wars: The Force Unleashed,9/16/2008,LucasArts,LucasArts,Linear Action Adventure,Teen,PSP
Demon's Souls (2009),10/6/2009,From Software,Atlus,Action RPG,Mature,PlayStation 3
DOOM 3: Resurrection of Evil,4/4/2005,Nerve Software,Activision,FPS,Mature,PC
Payday 3,9/21/2023,Starbreeze,Deep Silver,FPS,Mature,PC
Mario & Sonic at the Olympic Winter Games,10/13/2009,Sega Sports R&D,Sega,Athletics,Everyone,Wii
Tomb Raider (1996),11/15/1996,Core Design Ltd.,Eidos Interactive,Linear Action Adventure,Teen,PlayStation
Star Wars Jedi Knight II: Jedi Outcast,3/26/2002,Raven Software,Activision,Linear Action Adventure,Teen,GameCube
The Wolf Among Us: Episode 5 - Cry Wolf,7/8/2014,Telltale Games,Telltale Games,Point-and-Click,Mature,PC
Runes of Magic,3/19/2009,Runewaker Entertainment,Frogster Interactive,MMORPG,Teen,PC
ICO,9/24/2001,SCE Japan Studio,SCEA,Linear Action Adventure,Teen,PlayStation 2
Fieldrunners,10/1/2009,Subatomic Studios,Subatomic Studios,Defense,Everyone +10,PSP
Oddworld: Stranger's Wrath,1/25/2005,Oddworld Inhabitants,EA Games,Action Adventure,Teen,Xbox
Lydia,1/17/2020,Platonic Partnership,Nakana.io,Adventure,Teen,PC
Tony Hawk: Shred,10/26/2010,Robomodo,Activision,Skating,Everyone,Wii
Hi-Fi Rush,1/25/2023,Tango Gameworks,Bethesda Softworks,3D Platformer,Teen,Xbox Series X
Death Stranding,11/8/2019,Kojima Productions,Sony Interactive Entertainment,Open-World Action,Mature,PlayStation 4
Virtual Pool 3,11/14/2000,Celeris,Interplay,Billiards,Everyone,PC
NBA Live 16,9/29/2015,EA Sports,EA Sports,Basketball Sim,Everyone,PlayStation 4
Onimusha 2: Samurai's Destiny,8/28/2002,Capcom,Capcom,Action Adventure,Mature,PlayStation 2
Yu-Gi-Oh! Zexal: World Duel Carnival,9/25/2014,Konami,Konami,Card Battle,Everyone +10,3DS
Alone in the Dark (2008),6/23/2008,Eden Studios,Atari SA,Survival,Mature,Xbox 360
Little Town Hero,10/16/2019,Game Freak,Game Freak,JRPG,Everyone +10,Nintendo Switch
MX vs. ATV Alive,5/10/2011,THQ Digital Studio Phoenix,THQ,Arcade Racing,Everyone,PlayStation 3
The Munchables,5/26/2009,Now Production,Namco Bandai Games,Action,Everyone,Wii
Sudden Strike 3: Arms for Victory,4/1/2008,Fireglow,cdv Software,Real-Time Strategy,Teen,PC
Ghosthunter (2003),8/17/2004,SCE Studio Cambridge,Namco,Survival,Teen,PlayStation 2
Theme Park Roller Coaster,12/4/2000,Bullfrog Productions,Electronic Arts,Tycoon,Everyone,PlayStation 2
Soul Reaver 2,10/31/2001,Crystal Dynamics,Eidos Interactive,Open-World Action,Mature,PC
Sacred Underworld,8/16/2005,Ascaron Entertainment,Ascaron Entertainment,Action RPG,Teen,PC
Cossacks II: Battle for Europe,6/28/2006,GSC Game World,cdv Software,Command RTS,Teen,PC
Resident Evil 3: Nemesis,11/11/1999,Capcom,Capcom,Survival,Mature,PlayStation
Silent Scope,10/23/2000,KCET,Konami,Rail Shooter,Mature,PlayStation 2
Destroy All Humans! 2 - Reprobed,8/30/2022,Black Forest Games,THQ Nordic,Open-World Action,Teen,PlayStation 5
Superman: The Man of Steel,11/19/2002,Circus Freak,Atari SA,Action Adventure,Teen,Xbox
Battle Realms,11/7/2001,Liquid Entertainment,Crave,Command RTS,Teen,PC
Crazy Taxi 2,5/28/2001,Hitmaker,Sega,Auto Racing,Teen,Dreamcast
Kingdoms of Amalur: Re-Reckoning,9/8/2020,Kaiko,THQ Nordic,Action RPG,Mature,Xbox One
Slender: The Arrival,3/26/2013,Blue Isle Studios,Blue Isle Studios,Survival,Teen,PC
Grand Theft Auto: Liberty City Stories,10/24/2005,Rockstar Leeds,Rockstar Games,Open-World Action,Mature,PSP
Gunslugs,2/18/2014,Abstraction Games,Abstraction Games,2D Platformer,Teen,iOS (iPhone/iPad)
Hamtaro: Ham-Ham Games,7/27/2004,Alphadream Corporation,Nintendo,Athletics,Everyone,Game Boy Advance
Gangland,3/4/2004,MediaMobsters,Whiptail Interactive,Real-Time Strategy,Mature,PC
NCAA Football 10,7/14/2009,EA Tiburon,Electronic Arts,Football Sim,Everyone,PlayStation 3
MS Saga: A New Dawn,2/21/2006,Bec,Bandai,JRPG,Everyone +10,PlayStation 2
My Hero One's Justice,10/26/2018,Bandai Namco Games,Bandai Namco Games,3D Fighting,Teen,PC
Europa Universalis II,11/12/2001,Paradox Development Studio,Strategy First,Real-Time Strategy,Everyone,PC
The Simpsons Skateboarding,11/12/2002,The Code Monkeys,Electronic Arts,Skating,Teen,PlayStation 2
EverQuest: The Scars of Velious,12/4/2000,Sony Online Entertainment,Sony Online Entertainment,MMORPG,Teen,PC
Arcania: The Complete Tale,8/30/2013,Spellbound,Nordic Games Publishing,Action RPG,Teen,PlayStation 3
RalliSport Challenge,3/4/2002,Digital Illusions,Microsoft Game Studios,Auto Racing Sim,Everyone,Xbox
Age of Empires III: The Asian Dynasties,10/23/2007,Big Huge Games,Microsoft Game Studios,Command RTS,Teen,PC
KUNAI,2/6/2020,TurtleBlaze,The Arcade Crew,2D Platformer,Everyone +10,PC
Dead Rising 3: Apocalypse Edition,9/5/2014,Capcom Vancouver,Capcom,Open-World Action,Mature,PC
Final Fantasy VII Remake Intergrade,6/10/2021,Square Enix,Square Enix,Action RPG,Teen,PlayStation 5
Syphon Filter: Logan's Shadow,10/2/2007,Sony Bend,SCEA,Third Person Shooter,Teen,PSP
Knytt Underground,12/19/2013,Nifflas Games,Ripstone,2D Platformer,Mature,PlayStation 3
SoulCalibur: Lost Swords,4/22/2014,Project Soul,Bandai Namco Games,3D Fighting,Teen,PlayStation 3
Monster Energy Supercross - The Official Videogame 3,2/4/2020,Milestone S.r.l,Milestone S.r.l,Auto Racing,Everyone,Xbox One
Rune,11/7/2000,Human Head Studios,Gathering,Action Adventure,Mature,PC
Nobunaga's Ambition: Awakening,7/20/2023,Kou Shibusawa,Koei Tecmo Games,Turn-Based Strategy,Teen,PC
Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,8/30/2010,Telltale Games,Telltale Games,Third-Person Adventure,Everyone +10,PC
Eclipse: Edge of Light,1/14/2020,White Elk,White Elk,First-Person Adventure,Teen,PC
Ninja Gaiden Sigma 2,9/29/2009,Team Ninja,Tecmo,Action Adventure,Mature,PlayStation 3
S.L.A.I.: Steel Lancer Arena International,9/21/2005,Genki,Konami,Vehicle Combat Sim,Teen,PlayStation 2
FIFA 17,9/27/2016,EA Vancouver,EA Sports,Soccer Sim,Everyone,PlayStation 4
Dragon Ball: Xenoverse 2,10/25/2016,Dimps Corporation,Bandai Namco Games,3D Fighting,Teen,PlayStation 4
Deus Ex,6/23/2000,Ion Storm,Eidos Interactive,Action Adventure,Mature,PC
Big Bumpin',11/19/2006,Blitz Games,King Games,Arcade Racing,Everyone,Xbox 360
DanceMasters,11/4/2010,GCP1,Konami,Dancing,Everyone +10,Xbox 360
Puzzle Bobble Everybubble!,5/23/2023,Taito Corporation,ININ Games,Matching Puzzle,Everyone,Nintendo Switch
Total War: Shogun 2 - Fall of the Samurai,3/22/2012,Creative Assembly,Sega,Turn-Based Strategy,Teen,PC
A Normal Lost Phone,3/1/2018,Plug In Digital,Plug In Digital,Simulation,Mature,PC
Jade Empire,4/12/2005,BioWare,Microsoft Game Studios,Action RPG,Mature,Xbox
Pokemon Channel,12/1/2003,Ambrella,Nintendo,First-Person Adventure,Everyone,GameCube
Red Steel,11/19/2006,Ubisoft Paris,Ubisoft,FPS,Teen,Wii
Yu-Gi-Oh! Master Duel,1/19/2022,Konami,Konami,Card Battle,Teen,Nintendo Switch
Rune Factory Frontier,3/17/2009,Neverland,XSEED Games,RPG,Everyone +10,Wii
Puzzle Quest: The Legend Returns,9/19/2019,Infinity Plus 2,D3 Go!,Matching Puzzle,Everyone +10,Nintendo Switch
The Walking Dead: The Telltale Series - A New Frontier,12/20/2016,Telltale Games,Telltale Games,Point-and-Click,Mature,PlayStation 4
Earth & Beyond,9/2/2002,Westwood Studios,Electronic Arts,MMORPG,Teen,PC
The Walking Dead: Saints & Sinners,1/23/2020,Skydance Interactive,Skydance Interactive,Survival,Mature,PC
Sacred 2: Fallen Angel,5/11/2009,Ascaron Entertainment,cdv Software,Action RPG,Mature,PC
"Borderlands 3: Guns, Love, and Tentacles",3/26/2020,Gearbox Software,2K Games,FPS,Mature,PlayStation 4
PaRappa the Rapper 2,1/23/2002,NanaOn-Sha,SCEA,Rhythm,Everyone,PlayStation 2
Medal of Honor: Rising Sun,11/11/2003,EA LA,EA Games,FPS,Teen,PlayStation 2
1-2-Switch,3/3/2017,Nintendo,Nintendo,Party,Everyone +10,Nintendo Switch
Forza Horizon 2: Storm Island,12/16/2014,Playground Games,Microsoft Game Studios,Auto Racing Sim,Everyone +10,Xbox One
Ar tonelico: Melody of Elemia,2/6/2007,Gust,NIS America,JRPG,Teen,PlayStation 2
Pacific Storm,10/2/2006,Lesta Studio,cdv Software,Real-Time Strategy,Teen,PC
Pokemon Shield,11/15/2019,Game Freak,Nintendo,Trainer RPG,Everyone,Nintendo Switch
NFL Blitz 2000,7/31/1999,Midway,Midway,Football,Everyone,Nintendo 64
PixelJunk Shooter Ultimate,6/3/2014,Double Eleven,Double Eleven,Vertical Shoot-'Em-Up,Everyone,PlayStation 4
Halo: The Master Chief Collection,11/11/2014,343 Industries,Microsoft Game Studios,Compilation,Mature,Xbox One
"Warhammer 40,000: Squad Command",11/12/2007,RedLynx,THQ,Turn-Based Tactics,Teen,PSP
Tesla vs Lovecraft,3/16/2018,10tons,10tons,Top-Down Shoot-'Em-Up,Teen,PC
Growlanser: Heritage of War,9/18/2007,Career Soft,Atlus,Turn-Based Tactics,Teen,PlayStation 2
Uncharted 4: A Thief's End,5/10/2016,Naughty Dog,Sony Interactive Entertainment,Linear Action Adventure,Teen,PlayStation 4
The Dark Pictures Anthology: House of Ashes,10/22/2021,Supermassive Games,Bandai Namco Games,Survival,Mature,PlayStation 4
Battleship (2012),5/15/2012,Double Helix Games,Activision,Tactical FPS,Teen,Xbox 360
As Dusk Falls,7/19/2022,INTERIOR/NIGHT,Xbox Game Studios,Adventure,Mature,Xbox Series X
The Orange Box,10/10/2007,Valve Software,EA Games,Compilation,Mature,PC
Start the Party! Save the World,3/6/2012,Supermassive Games,SCEA,Party,Everyone +10,PlayStation 3
Darksiders: Warmastered Edition,4/2/2019,Nordic Games Publishing,THQ Nordic,Open-World Action,Mature,Xbox One
Bayonetta 2,10/24/2014,PlatinumGames,Nintendo,Linear Action Adventure,Mature,Wii U
Legends of Runeterra,4/29/2020,Riot Games,Riot Games,Card Battle,Teen,iOS (iPhone/iPad)
Last Year: The Nightmare,12/18/2018,Elastic Games,Elastic Games,Survival,Rate Pending,PC
LEGO Star Wars: The Force Awakens,6/28/2016,TT Games,Warner Bros. Interactive Entertainment,Action Adventure,Everyone +10,PlayStation 4
Dead Island: Riptide,4/23/2013,Techland,Deep Silver,FPS,Mature,Xbox 360
Street Fighter IV,2/17/2009,Capcom,Capcom,2D Fighting,Teen,PlayStation 3
NBA Jam (2003),9/23/2003,Acclaim Studios Austin,Acclaim,Basketball,Everyone,PlayStation 2
NHL 2K6,11/16/2005,2K Sports,2K Sports,Hockey Sim,Everyone +10,PlayStation 2
SimCoaster,1/29/2001,Bullfrog Productions,EA Games,Tycoon,Everyone,PC
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,10/30/2009,Telltale Games,Telltale Games,Third-Person Adventure,Everyone +10,Wii
Ys Origin,10/1/2020,Falcom,DotEmu,Action RPG,Teen,PC
The Godfather II,4/7/2009,EA Redwood Shores,Electronic Arts,Open-World Action,Mature,Xbox 360
Oddworld: Munch's Oddysee HD,5/14/2020,Square One Games,Oddworld Inhabitants,Action Adventure,Teen,PlayStation 3
Gunman Clive,1/3/2013,Horberg Productions,Horberg Productions,2D Platformer,Everyone +10,3DS
Nevermind,1/11/2017,Flying Mollusk,Flying Mollusk,First-Person Adventure,Mature,PC
Sam & Max Episode 102: Situation: Comedy,12/20/2006,Telltale Games,GameTap,Point-and-Click,Teen,PC
Sudden Strike 4,8/11/2017,Kite Games,Kalypso,Real-Time Strategy,Teen,PC
Damsel,8/7/2019,Screwtape Studios,Screwtape Studios,2D Platformer,Everyone +10,PC
Manticore: Galaxy on Fire,4/19/2018,Deep Silver,Koch Media,Space Combat Sim,Teen,iOS (iPhone/iPad)
Outer Wilds,5/28/2019,"Mobius Digital, LLC",Annapurna Interactive,Open-World Action,Everyone +10,PC
F1 World Grand Prix: 1999 Season,7/1/2000,Video System,Eidos Interactive,Auto Racing Sim,Everyone,PC
Sniper Ghost Warrior Contracts 2,6/4/2021,CI Games,CI Games,Tactical FPS,Mature,PC
Sonic the Hedgehog (2006),11/14/2006,Sonic Team,Sega,3D Platformer,Everyone +10,Xbox 360
Nostalgia (2009),10/23/2009,Matrix Software,Ignition Entertainment,JRPG,Everyone +10,DS
Lara Croft Tomb Raider: The Angel of Darkness,6/20/2003,Core Design Ltd.,Eidos Interactive,Action Adventure,Teen,PlayStation 2
Critter Crunch,10/8/2009,Player X,Capy Games,Puzzle,Everyone,PlayStation 3
Echo Night Beyond,7/27/2004,From Software,Agetec,Survival,Teen,PlayStation 2
Hard Reset,9/13/2011,Flying Wild Hog,Flying Wild Hog,FPS,Mature,PC
Minecraft Legends,4/18/2023,Mojang AB,Xbox Game Studios,Real-Time Strategy,Everyone +10,Xbox Series X
Pac-Man Championship Edition 2,9/13/2016,Bandai Namco Games,Bandai Namco Games,Arcade,Everyone,PC
Kirby Fighters 2,9/23/2020,HAL Labs,Nintendo,2D Fighting,Everyone,Nintendo Switch
